AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2020/2021;Genova;1001;F;18049
2020/2021;Genova;1001;M;14161
2020/2021;Insubria;1202;F;6381
2020/2021;Insubria;1202;M;5345
2020/2021;L'Aquila;6601;F;8707
2020/2021;L'Aquila;6601;M;7202
2020/2021;Macerata;4301;F;7437
2020/2021;Macerata;4301;M;2608
2020/2021;Marche;4201;F;6720
2020/2021;Marche;4201;M;8143
2020/2021;Messina;8301;F;14664
2020/2021;Messina;8301;M;8891
2020/2021;Milano;1501;F;36428
2020/2021;Milano;1501;M;24807
2020/2021;Milano Bicocca;1509;F;21181
2020/2021;Milano Bicocca;1509;M;13210
2020/2021;Milano Bocconi;1503;F;5651
2020/2021;Milano Bocconi;1503;M;8040
2020/2021;Milano Cattolica;1504;F;27868
2020/2021;Milano Cattolica;1504;M;13842
2020/2021;Milano IULM;1505;F;5208
2020/2021;Milano IULM;1505;M;1878
2020/2021;Milano Politecnico;1502;F;15805
2020/2021;Milano Politecnico;1502;M;30418
2020/2021;Milano San Raffaele;1508;F;2116
2020/2021;Milano San Raffaele;1508;M;1193
2020/2021;Modena e Reggio Emilia;3601;F;14578
2020/2021;Modena e Reggio Emilia;3601;M;12881
2020/2021;Molise;7001;F;3984
2020/2021;Molise;7001;M;2663
2020/2021;Napoli Benincasa;6304;F;7162
2020/2021;Napoli Benincasa;6304;M;1275
2020/2021;Napoli Federico II;6301;F;41897
2020/2021;Napoli Federico II;6301;M;33362
2020/2021;Napoli L'Orientale;6303;F;9104
2020/2021;Napoli L'Orientale;6303;M;2271
2020/2021;Napoli Parthenope;6302;F;4674
2020/2021;Napoli Parthenope;6302;M;6361
2020/2021;Napoli Pegaso - telematica;6307;F;31536
2020/2021;Napoli Pegaso - telematica;6307;M;35990
2020/2021;Napoli Vanvitelli;6306;F;13286
2020/2021;Napoli Vanvitelli;6306;M;9027
2020/2021;Novedrate e-Campus - telematica;1301;F;17281
2020/2021;Novedrate e-Campus - telematica;1301;M;14857
2020/2021;Padova;2801;F;33434
2020/2021;Padova;2801;M;29438
2020/2021;Palermo;8201;F;24312
2020/2021;Palermo;8201;M;17349
2020/2021;Parma;3401;F;16417
2020/2021;Parma;3401;M;11707
2020/2021;Pavia;1801;F;13327
2020/2021;Pavia;1801;M;10395
2020/2021;Perugia;5401;F;15529
2020/2021;Perugia;5401;M;10666
2020/2021;Perugia Stranieri;5403;F;776
2020/2021;Perugia Stranieri;5403;M;374
2020/2021;Piemonte Orientale;201;F;8254
2020/2021;Piemonte Orientale;201;M;5440
2020/2021;Pisa;5001;F;23141
2020/2021;Pisa;5001;M;21517
2020/2021;Reggio Calabria;8001;F;2713
2020/2021;Reggio Calabria;8001;M;2138
2020/2021;Reggio Calabria - Dante Alighieri;8003;F;500
2020/2021;Reggio Calabria - Dante Alighieri;8003;M;99
2020/2021;Roma  Mercatorum - telematica;5814;F;7105
2020/2021;Roma  Mercatorum - telematica;5814;M;10359
2020/2021;Roma Biomedico;5808;F;1360
2020/2021;Roma Biomedico;5808;M;866
2020/2021;Roma Europea;5812;F;1257
2020/2021;Roma Europea;5812;M;470
2020/2021;Roma Foro Italico;5806;F;612
2020/2021;Roma Foro Italico;5806;M;1547
2020/2021;Roma La Sapienza;5801;F;60386
2020/2021;Roma La Sapienza;5801;M;43744
2020/2021;Roma Link Campus;5817;F;182
2020/2021;Roma Link Campus;5817;M;479
2020/2021;Roma LUISS;5805;F;4548
2020/2021;Roma LUISS;5805;M;5166
2020/2021;Roma LUMSA;5803;F;4760
2020/2021;Roma LUMSA;5803;M;1981
2020/2021;Roma Marconi - telematica;5810;F;6009
2020/2021;Roma Marconi - telematica;5810;M;5200
2020/2021;Roma Saint Camillus;5818;F;705
2020/2021;Roma Saint Camillus;5818;M;414
2020/2021;Roma San Raffaele - telematica;5816;F;3719
2020/2021;Roma San Raffaele - telematica;5816;M;4240
2020/2021;Roma Tor Vergata;5802;F;14819
2020/2021;Roma Tor Vergata;5802;M;12698
2020/2021;Roma Tre;5807;F;19093
2020/2021;Roma Tre;5807;M;12700
2020/2021;Roma UNICUSANO - telematica;5815;F;11542
2020/2021;Roma UNICUSANO - telematica;5815;M;14754
2020/2021;Roma UNINETTUNO - telematica;5813;F;6966
2020/2021;Roma UNINETTUNO - telematica;5813;M;9474
2020/2021;Roma UNINT;5809;F;1540
2020/2021;Roma UNINT;5809;M;371
2020/2021;Roma UNITELMA - telematica;5811;F;1448
2020/2021;Roma UNITELMA - telematica;5811;M;1414
2020/2021;Rozzano (MI) Humanitas University;1510;F;903
2020/2021;Rozzano (MI) Humanitas University;1510;M;530
2020/2021;Salento;7501;F;11305
2020/2021;Salento;7501;M;6994
2020/2021;Salerno;6501;F;19269
2020/2021;Salerno;6501;M;15454
2020/2021;Sannio;6201;F;2068
2020/2021;Sannio;6201;M;2002
2020/2021;Sassari;9001;F;8461
2020/2021;Sassari;9001;M;5011
2020/2021;Siena;5201;F;9761
2020/2021;Siena;5201;M;6150
2020/2021;Siena Stranieri;5202;F;1845
2020/2021;Siena Stranieri;5202;M;387
2020/2021;Teramo;6701;F;3146
2020/2021;Teramo;6701;M;2390
2020/2021;Torino;101;F;47686
2020/2021;Torino;101;M;29845
2020/2021;Torino Politecnico;102;F;9689
2020/2021;Torino Politecnico;102;M;23445
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;28
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;17
2020/2021;Trento;2201;F;8472
2020/2021;Trento;2201;M;8138
2020/2021;Trieste;3201;F;9033
2020/2021;Trieste;3201;M;6758
2020/2021;Tuscia;5601;F;4040
2020/2021;Tuscia;5601;M;3847
2020/2021;Udine;3001;F;7927
2020/2021;Udine;3001;M;7025
2020/2021;Urbino;4101;F;9383
2020/2021;Urbino;4101;M;5422
2020/2021;Venezia Cà Foscari;2701;F;13250
2020/2021;Venezia Cà Foscari;2701;M;7558
2020/2021;Venezia Iuav;2702;F;2228
2020/2021;Venezia Iuav;2702;M;1731
2020/2021;Verona;2301;F;15016
2020/2021;Verona;2301;M;8265
2019/2020;Aosta;701;F;701
2019/2020;Aosta;701;M;317
2019/2020;Bari;7201;F;26510
2019/2020;Bari;7201;M;15746
2019/2020;Bari Politecnico;7202;F;3049
2019/2020;Bari Politecnico;7202;M;6820
2019/2020;Basilicata;7601;F;3596
2019/2020;Basilicata;7601;M;2684
2019/2020;Benevento Giustino Fortunato - telematica;6202;F;623
2019/2020;Benevento Giustino Fortunato - telematica;6202;M;646
2019/2020;Bergamo;1601;F;13221
2019/2020;Bergamo;1601;M;7881
2019/2020;Bologna;3701;F;44565
2019/2020;Bologna;3701;M;35472
2019/2020;Bolzano;2101;F;2736
2019/2020;Bolzano;2101;M;1218
2019/2020;Bra Scienze Gastronomiche;401;F;180
2019/2020;Bra Scienze Gastronomiche;401;M;192
2019/2020;Brescia;1701;F;6591
2019/2020;Brescia;1701;M;7830
2019/2020;Cagliari;9201;F;14721
2019/2020;Cagliari;9201;M;10466
2019/2020;Calabria;7801;F;14215
2019/2020;Calabria;7801;M;10233
2019/2020;Camerino;4302;F;3098
2019/2020;Camerino;4302;M;3220
2019/2020;Casamassima - G.Degennaro;7203;F;654
2019/2020;Casamassima - G.Degennaro;7203;M;942
2019/2020;Cassino;6001;F;3784
2019/2020;Cassino;6001;M;3271
2019/2020;Castellanza LIUC;1201;F;877
2019/2020;Castellanza LIUC;1201;M;1611
2019/2020;Catania;8701;F;21642
2019/2020;Catania;8701;M;16335
2019/2020;Catanzaro;7901;F;6711
2019/2020;Catanzaro;7901;M;4207
2019/2020;Chieti e Pescara;6901;F;14738
2019/2020;Chieti e Pescara;6901;M;8128
2019/2020;Enna KORE;8601;F;3161
2019/2020;Enna KORE;8601;M;1599
2019/2020;Ferrara;3801;F;13452
2019/2020;Ferrara;3801;M;9303
2019/2020;Firenze;4801;F;29875
2019/2020;Firenze;4801;M;22100
2019/2020;Firenze IUL - telematica;4804;F;287
2019/2020;Firenze IUL - telematica;4804;M;106
2019/2020;Foggia;7101;F;6540
2019/2020;Foggia;7101;M;3916
2019/2020;Genova;1001;F;16966
2019/2020;Genova;1001;M;13578
2019/2020;Insubria;1202;F;6139
2019/2020;Insubria;1202;M;5252
2019/2020;L'Aquila;6601;F;8658
2019/2020;L'Aquila;6601;M;7070
2019/2020;Macerata;4301;F;7346
2019/2020;Macerata;4301;M;2615
2019/2020;Marche;4201;F;6731
2019/2020;Marche;4201;M;8244
2019/2020;Messina;8301;F;14229
2019/2020;Messina;8301;M;8332
2019/2020;Milano;1501;F;35976
2019/2020;Milano;1501;M;25182
2019/2020;Milano Bicocca;1509;F;20403
2019/2020;Milano Bicocca;1509;M;13226
2019/2020;Milano Bocconi;1503;F;5627
2019/2020;Milano Bocconi;1503;M;7952
2019/2020;Milano Cattolica;1504;F;27339
2019/2020;Milano Cattolica;1504;M;13923
2019/2020;Milano IULM;1505;F;4912
2019/2020;Milano IULM;1505;M;1873
2019/2020;Milano Politecnico;1502;F;15303
2019/2020;Milano Politecnico;1502;M;30131
2019/2020;Milano San Raffaele;1508;F;1837
2019/2020;Milano San Raffaele;1508;M;1125
2019/2020;Modena e Reggio Emilia;3601;F;14109
2019/2020;Modena e Reggio Emilia;3601;M;12564
2019/2020;Molise;7001;F;3900
2019/2020;Molise;7001;M;2806
2019/2020;Napoli Benincasa;6304;F;7177
2019/2020;Napoli Benincasa;6304;M;1253
2019/2020;Napoli Federico II;6301;F;40966
2019/2020;Napoli Federico II;6301;M;33240
2019/2020;Napoli L'Orientale;6303;F;9250
